customer_id,customer_name,gender,age_group,city,state,customer_segment,signup_date
C00671,Vasatika Oza,Female,45-54,Patna,Bihar,Regular,2026-06-05
C00672,Gopal Varkey,Female,45-54,Kochi,Kerala,New,2025-09-07
C00673,Zayyan Gola,Male,25-34,Bhubaneswar,Odisha,Regular,2023-10-12
C00674,Imaran Goyal,Male,55+,Pune,Maharashtra,Regular,2024-03-19
C00675,Harshil Johal,Female,55+,Lucknow,Uttar Pradesh,Regular,2026-03-19
C00676,Warinder Nadig,Male,35-44,Bhubaneswar,Odisha,Loyal,2026-04-19
C00677,Sachi Natt,Male,45-54,Ahmedabad,Gujarat,Regular,2026-01-26
C00678,Hemal Sagar,Male,25-34,Kochi,Kerala,Regular,2025-07-16
C00679,Zehaan Rau,Female,35-44,Coimbatore,Tamil Nadu,Regular,2024-07-26
C00680,Balendra Bhardwaj,Female,18-24,Madurai,Tamil Nadu,Loyal,2024-02-01
C00681,Charita Parikh,Male,55+,Mumbai,Maharashtra,Regular,2025-08-01
C00682,Falguni Sridhar,Female,25-34,Visakhapatnam,Andhra Pradesh,Regular,2025-09-05
C00683,Hema Tandon,Male,18-24,Hyderabad,Telangana,Regular,2024-07-28
C00684,Finn Barman,Female,55+,Patna,Bihar,Regular,2025-08-15
C00685,David Palla,Female,35-44,Jaipur,Rajasthan,Regular,2026-03-03
C00686,Priya Sehgal,Male,25-34,Bhopal,Madhya Pradesh,High Value,2025-04-26
C00687,Warjas Verma,Male,35-44,Kochi,Kerala,Loyal,2025-02-12
C00688,Aarav Kale,Male,25-34,Bengaluru,Karnataka,New,2024-05-07
C00689,Vansha Madan,Male,45-54,Jaipur,Rajasthan,Regular,2024-01-30
C00690,Tanish Wali,Female,45-54,Bhubaneswar,Odisha,Regular,2026-02-27
C00691,Zaid Sangha,Male,45-54,Madurai,Tamil Nadu,Regular,2026-06-19
C00692,Gavin Mand,Female,45-54,Pune,Maharashtra,High Value,2025-02-01
C00693,Nitesh Luthra,Male,18-24,Jaipur,Rajasthan,Loyal,2026-02-21
C00694,Zarna Suresh,Female,18-24,Lucknow,Uttar Pradesh,Loyal,2024-11-06
C00695,Theodore Mishra,Male,45-54,Kolkata,West Bengal,Loyal,2024-09-27
C00696,Saksham Sagar,Female,35-44,Indore,Madhya Pradesh,Loyal,2025-01-20
C00697,Odika Date,Male,55+,Jaipur,Rajasthan,Loyal,2024-11-26
C00698,Vinaya Dada,Male,18-24,Jaipur,Rajasthan,New,2026-01-15
C00699,Yashasvi Mann,Male,18-24,Lucknow,Uttar Pradesh,Loyal,2024-08-22
C00700,Tejas Buch,Female,45-54,Mysuru,Karnataka,New,2025-08-16
C00701,Aadi Kulkarni,Male,25-34,Kochi,Kerala,Loyal,2025-05-19
C00702,Tamanna Mannan,Male,35-44,Delhi,Delhi,New,2026-07-09
C00703,Bhanumati Walla,Female,18-24,Ahmedabad,Gujarat,Regular,2024-08-26
C00704,Sanya Mann,Male,45-54,Mysuru,Karnataka,Regular,2025-03-26
C00705,Hitesh Narang,Female,18-24,Mumbai,Maharashtra,Loyal,2024-03-29
C00706,Sachi Bora,Male,45-54,Chennai,Tamil Nadu,New,2025-01-23
C00707,Tanish Brahmbhatt,Male,55+,Bhubaneswar,Odisha,Regular,2026-06-08
C00708,Theodore Dalal,Male,35-44,Chennai,Tamil Nadu,Loyal,2025-12-15
C00709,Chanchal Bose,Male,45-54,Kochi,Kerala,New,2025-04-15
C00710,Pooja Borra,Male,18-24,Kolkata,West Bengal,New,2026-05-16
C00711,Umang Chaudhary,Female,25-34,Ahmedabad,Gujarat,Regular,2026-01-22
C00712,Jyoti Dora,Male,18-24,Bengaluru,Karnataka,Regular,2026-01-31
C00713,Kashish Dash,Male,45-54,Chennai,Tamil Nadu,Regular,2024-10-25
C00714,Chandran Agate,Male,45-54,Hyderabad,Telangana,Regular,2024-12-28
C00715,Hemal Borra,Male,18-24,Lucknow,Uttar Pradesh,Loyal,2024-09-30
C00716,Rajeshri Oza,Male,55+,Bengaluru,Karnataka,Loyal,2024-07-18
C00717,Jairaj Rama,Female,35-44,Ahmedabad,Gujarat,Loyal,2024-03-16
C00718,Yuvraj Guha,Female,18-24,Mumbai,Maharashtra,Regular,2025-03-16
C00719,Rajata Mangal,Female,18-24,Visakhapatnam,Andhra Pradesh,Loyal,2024-01-25
C00720,Nirja Vohra,Male,55+,Delhi,Delhi,Regular,2026-06-06
C00721,Charan Mukherjee,Female,35-44,Hyderabad,Telangana,Regular,2025-12-13
C00722,Priya Hayre,Female,45-54,Mumbai,Maharashtra,New,2024-05-03
C00723,Maanav Gopal,Male,55+,Indore,Madhya Pradesh,Loyal,2026-03-13
C00724,Chandran Chander,Female,35-44,Chennai,Tamil Nadu,New,2024-09-26
C00725,Yug Bains,Female,35-44,Bhubaneswar,Odisha,Regular,2026-03-08
C00726,Daksha Ranganathan,Female,18-24,Mysuru,Karnataka,New,2025-12-07
C00727,Reyansh Bir,Male,35-44,Madurai,Tamil Nadu,Regular,2025-03-09
C00728,Dipta Ganguly,Female,55+,Coimbatore,Tamil Nadu,Regular,2024-07-19
C00729,Mugdha Chhabra,Female,45-54,Bhopal,Madhya Pradesh,Loyal,2024-02-26
C00730,Finn Prakash,Male,35-44,Madurai,Tamil Nadu,New,2024-10-01
C00731,Gaurika Saxena,Male,25-34,Madurai,Tamil Nadu,Regular,2025-08-08
C00732,Vrinda Zachariah,Male,35-44,Kolkata,West Bengal,Regular,2024-09-08
C00733,Xavier Bhatt,Male,25-34,Mumbai,Maharashtra,New,2024-11-18
C00734,Frado Prashad,Male,45-54,Kochi,Kerala,Regular,2024-10-02
C00735,Isaiah Dewan,Female,25-34,Coimbatore,Tamil Nadu,New,2024-02-14
C00736,Upkaar Tiwari,Male,25-34,Bengaluru,Karnataka,Regular,2024-04-18
C00737,Anmol Cherian,Female,25-34,Ahmedabad,Gujarat,Regular,2026-04-09
C00738,Anya Thaman,Male,18-24,Pune,Maharashtra,Regular,2025-05-28
C00739,Ishita Nadkarni,Female,55+,Kochi,Kerala,New,2024-08-26
C00740,Dalaja Guha,Male,45-54,Bhubaneswar,Odisha,Regular,2024-01-17
C00741,Victor Gulati,Male,45-54,Ahmedabad,Gujarat,Loyal,2025-02-15
C00742,Ira Bhakta,Female,25-34,Mysuru,Karnataka,Regular,2024-04-13
C00743,Ishwar Srinivas,Male,25-34,Trichy,Tamil Nadu,Loyal,2026-02-22
C00744,Warinder Dhawan,Male,18-24,Chennai,Tamil Nadu,Regular,2025-07-07
C00745,Vincent Krishna,Female,45-54,Indore,Madhya Pradesh,Loyal,2026-03-02
C00746,Damini Saini,Male,55+,Mysuru,Karnataka,Loyal,2025-11-25
C00747,Janaki Goyal,Male,35-44,Kochi,Kerala,Regular,2025-05-11
C00748,Brijesh Nanda,Female,18-24,Jaipur,Rajasthan,Regular,2024-04-29
C00749,Zashil Pant,Male,25-34,Trichy,Tamil Nadu,Regular,2024-10-01
C00750,Jatin Goel,Male,45-54,Bhopal,Madhya Pradesh,New,2025-04-29
C00751,Charan Bakshi,Female,35-44,Lucknow,Uttar Pradesh,Regular,2024-03-19
C00752,Bachittar Choudhury,Female,18-24,Patna,Bihar,Regular,2023-12-17
C00753,Lipika Yogi,Female,55+,Delhi,Delhi,Regular,2025-10-25
C00754,Gaurangi Vig,Female,25-34,Ahmedabad,Gujarat,Loyal,2024-07-23
C00755,Baljiwan Khanna,Male,25-34,Patna,Bihar,New,2026-02-20
C00756,Garima Samra,Male,25-34,Kochi,Kerala,Regular,2023-08-25
C00757,Ucchal Golla,Female,18-24,Chennai,Tamil Nadu,Loyal,2024-11-26
C00758,Ikshita Khalsa,Female,18-24,Kolkata,West Bengal,Regular,2025-08-04
C00759,Niharika Srinivasan,Female,45-54,Mumbai,Maharashtra,High Value,2024-02-14
C00760,Jagvi Ramanathan,Female,18-24,Bengaluru,Karnataka,New,2023-11-30
C00761,Amol Dhaliwal,Female,35-44,Mumbai,Maharashtra,Regular,2024-11-26
C00762,Yashawini Seth,Male,55+,Madurai,Tamil Nadu,New,2025-03-22
C00763,Fitan Bandi,Male,55+,Kolkata,West Bengal,Regular,2024-01-07
C00764,Samesh Contractor,Male,25-34,Kochi,Kerala,Regular,2023-09-20
C00765,Nitesh Jaggi,Female,35-44,Jaipur,Rajasthan,Regular,2026-06-13
C00766,Mahika Chauhan,Male,18-24,Pune,Maharashtra,Loyal,2024-11-27
C00767,Leela Ranganathan,Male,25-34,Bengaluru,Karnataka,New,2024-03-03
C00768,Chandresh Chaudhary,Female,35-44,Lucknow,Uttar Pradesh,Regular,2026-06-15
C00769,Turvi Ratta,Female,25-34,,Bihar,Regular,2025-11-13
C00770,Rachit Bains,Female,18-24,Lucknow,Uttar Pradesh,New,2025-07-22
C00771,Yashvi Khosla,Male,25-34,Delhi,Delhi,Loyal,2026-01-03
C00772,Krisha Narayan,Male,18-24,Jaipur,Rajasthan,Loyal,2025-11-11
C00773,Upadhriti Gupta,Female,55+,Ahmedabad,Gujarat,New,2024-08-06
C00774,Mitali Warrior,Female,25-34,Delhi,Delhi,New,2024-01-15
C00775,Anika Bakshi,Female,55+,Kolkata,West Bengal,Loyal,2024-06-23
C00776,Kevin Hayre,Male,45-54,Mumbai,Maharashtra,New,2023-11-10
C00777,Janani Vig,Male,18-24,Bengaluru,Karnataka,New,2026-05-23
C00778,Siddharth Vala,Male,25-34,Mumbai,Maharashtra,Loyal,2024-02-23
C00779,Devansh Kapur,Male,55+,Ahmedabad,Gujarat,Regular,2025-03-29
C00780,Advik Ratta,Male,18-24,Madurai,Tamil Nadu,New,2026-02-24
C00781,Libni Saraf,Male,18-24,Lucknow,Uttar Pradesh,Loyal,2025-07-01
C00782,Yashoda Vig,Male,18-24,Jaipur,Rajasthan,Loyal,2023-12-03
C00783,Lakshmi Sani,Male,55+,Coimbatore,Tamil Nadu,Regular,2023-10-31
C00784,Samarth Patil,female,18-24,Kolkata,West Bengal,Regular,2025-01-28
C00785,Daksha Anand,Male,35-44,Kochi,Kerala,Regular,2025-12-02
C00786,Charles Sunder,Female,35-44,Mysuru,Karnataka,Regular,2025-10-20
C00787,Lohit Rana,Male,55+,Bengaluru,Karnataka,Regular,2026-02-22
C00788,Hemangini Rau,Female,45-54,Mumbai,Maharashtra,Regular,2025-10-01
C00789,Yashawini Bajaj,Female,18-24,Patna,Bihar,New,2026-06-28
C00790,Triveni Sarna,Male,45-54,Kolkata,West Bengal,New,2024-07-24
C00791,Krisha Lala,Male,55+,Bhopal,Madhya Pradesh,Loyal,2026-05-11
C00792,Ekapad Chand,Female,45-54,Kolkata,West Bengal,Regular,2026-04-30
C00793,Ubika Rajagopal,Female,55+,Indore,Madhya Pradesh,Regular,2023-11-09
C00794,Ganga Dutt,Female,25-34,Kolkata,West Bengal,New,2025-05-05
C00795,Ojas Subramanian,Male,18-24,Visakhapatnam,Andhra Pradesh,Loyal,2024-06-14
C00796,Ekta Radhakrishnan,Male,45-54,Pune,Maharashtra,Regular,2023-12-23
C00797,Jagvi Chawla,Male,25-34,Bhubaneswar,Odisha,New,2025-04-22
C00798,Wyatt Palla,Female,55+,Mumbai,Maharashtra,Loyal,2024-05-28
C00799,Vasatika Dhawan,Male,55+,Coimbatore,Tamil Nadu,Loyal,2026-06-17
C00800,Lajita Deshmukh,Female,25-34,Kolkata,West Bengal,New,2024-06-05
C00801,Praneel Sem,Female,35-44,Bhubaneswar,Odisha,Loyal,2025-09-03
C00802,Jalsa Gupta,Female,55+,Chennai,Tamil Nadu,Regular,2024-10-28
C00803,Sudiksha Gole,Male,45-54,Bhubaneswar,Odisha,Regular,2024-08-10
C00804,Chatresh Sood,Female,18-24,Mysuru,Karnataka,New,2026-05-01
C00805,Ikbal Patla,Male,18-24,Mumbai,Maharashtra,Regular,2026-03-12
C00806,Dhriti Hans,Female,55+,Chennai,Tamil Nadu,Regular,2023-08-30
C00807,Darpan Gade,Female,25-34,Bengaluru,Karnataka,Loyal,2025-01-03
C00808,Tarak Walia,Male,18-24,Jaipur,Rajasthan,New,2025-06-14
C00809,Kamala Minhas,Male,55+,Bengaluru,Karnataka,Loyal,2026-04-15
C00810,Luke Sood,Female,45-54,Madurai,Tamil Nadu,Regular,2024-01-09
C00811,Tripti Patla,Female,35-44,Jaipur,Rajasthan,New,2024-05-18
C00812,Vidhi Krish,Female,45-54,Mysuru,Karnataka,Regular,2024-03-23
C00813,Reva Narayan,Female,25-34,Mysuru,Karnataka,Regular,2026-01-23
C00814,Mugdha Vasa,Female,35-44,Mysuru,Karnataka,Loyal,2024-04-20
C00815,Dominic Rajagopalan,Male,25-34,Delhi,Delhi,Loyal,2025-01-05
C00816,Aashi Palan,Female,55+,Bhubaneswar,Odisha,New,2023-12-12
C00817,Vanya Prabhu, MALE ,55+,Visakhapatnam,Andhra Pradesh,Regular,2024-03-17
C00818,Yashawini Dhaliwal,Male,45-54,Bhubaneswar,Odisha,New,2025-10-27
C00819,Anirudh Soman,Male,35-44,Madurai,Tamil Nadu,High Value,2026-03-24
C00820,Praneel Krishna,Male,35-44,Mysuru,Karnataka,Regular,2024-01-30
C00821,Mahika Deo,Male,25-34,Pune,Maharashtra,Regular,2025-03-31
C00822,Nitesh Karnik,Female,18-24,Ahmedabad,Gujarat,Loyal,2023-10-13
C00823,Nimrat Ramakrishnan,Female,45-54,Coimbatore,Tamil Nadu,Loyal,2026-03-20
C00824,Jagdish Bhargava,Female,45-54,Mysuru,Karnataka,Loyal,2025-04-01
C00825,Udant Murthy,Female,18-24,Ahmedabad,Gujarat,Loyal,2026-01-21
C00826,Chaitaly Soman,Male,25-34,Bhubaneswar,Odisha,Regular,2024-01-10
C00827,Imaran Lala,Female,18-24,Coimbatore,Tamil Nadu,Regular,2025-05-24
C00828,Jeremiah Palla,Male,35-44,Trichy,Tamil Nadu,New,2024-04-06
C00829,Ekta Kapadia,Male,18-24,Kolkata,West Bengal,Regular,2025-06-03
C00830,Maya Reddy,Female,55+,Madurai,Tamil Nadu,High Value,2025-11-26
C00831,Darika Kala,Male,45-54,Indore,Madhya Pradesh,Loyal,2023-11-10
C00832,Geetika Setty,Female,25-34,Mysuru,Karnataka,New,2023-10-30
C00833,Robert Chandran,Male,25-34,Jaipur,Rajasthan,Regular,2025-06-26
C00834,Vaishnavi Pau,Female,35-44,Patna,Bihar,Regular,2024-03-24
C00835,Pranav Rajan,Male,45-54,Trichy,Tamil Nadu,Regular,2025-02-02
C00836,Bina Minhas,Male,18-24,Indore,Madhya Pradesh,Regular,2025-08-02
C00837,Joshua Butala,Male,35-44,Kochi,Kerala,Loyal,2024-12-23
C00838,Jagrati Patla,Female,25-34,Visakhapatnam,Andhra Pradesh,New,2024-09-08
C00839,Frederick Kala,Male,35-44,Hyderabad,Telangana,High Value,2025-06-14
C00840,Wriddhish Bains,Male,35-44,Indore,Madhya Pradesh,Loyal,2025-04-04
C00841,Jalsa Tailor,Female,35-44,Indore,Madhya Pradesh,New,2024-12-06
C00842,Pushti Edwin,Female,25-34,Patna,Bihar,Regular,2025-08-01
C00843,Chavvi Majumdar,Female,25-34,Kolkata,West Bengal,Regular,2025-06-23
C00844,Amara Singhal,Female,45-54,Pune,Maharashtra,Regular,2025-03-26
C00845,Aarnav Varkey,Male,25-34,Pune,Maharashtra,Loyal,2024-03-26
C00846,Unni Sachar,Male,35-44,Trichy,Tamil Nadu,Loyal,2026-03-21
C00847,Krishna Kapoor,Male,55+,Kochi,Kerala,New,2024-10-07
C00848,Sanaya Chaudhari,Female,55+,Kolkata,West Bengal,Regular,2024-05-26
C00849,Dhruv Sachdev,Male,45-54,Indore,Madhya Pradesh,Regular,2024-06-06
C00850,Tripti Mohan,Male,55+,Kolkata,West Bengal,Regular,2025-02-27
C00851,Chatresh Hari,Male,18-24,Bhopal,Madhya Pradesh,Loyal,2024-04-21
C00852,Yadavi Walla,Male,25-34,Lucknow,Uttar Pradesh,High Value,2023-11-02
C00853,Nicholas Johal,Male,18-24,Hyderabad,Telangana,Regular,2026-06-24
C00854,Atharv Hayre,Male,25-34,Kochi,Kerala,Loyal,2024-01-26
C00855,Panini Sem,Female,18-24,Pune,Maharashtra,New,2023-11-28
C00856,Luke Sen,Female,55+,Patna,Bihar,Regular,2024-09-23
C00857,Inaya Nagar,Female,18-24,Pune,Maharashtra,Loyal,2024-06-11
C00858,Ganga Yadav,Female,18-24,Visakhapatnam,Andhra Pradesh,Regular,2023-08-15
C00859,Wridesh Rajagopalan,Male,18-24,Bengaluru,Karnataka,Regular,2025-12-19
C00860,Urvi Ramaswamy,Female,55+,Trichy,Tamil Nadu,Loyal,2024-06-10
C00861,Januja Wali,Female,45-54,Kochi,Kerala,Regular,2025-07-05
C00862,Ayush Venkataraman,Female,18-24,Bhubaneswar,Odisha,New,2025-10-25
C00863,George Natt,Male,55+,Kolkata,West Bengal,Regular,2024-04-28
C00864,Oliver Chokshi,Male,45-54,Kolkata,West Bengal,Loyal,2024-05-20
C00865,Ria Chaudhuri,Male,18-24,Jaipur,Rajasthan,Loyal,2024-09-05
C00866,Vivaan Murthy,Female,18-24,Pune,Maharashtra,Regular,2024-02-21
C00867,Upasna Mall,Female,35-44,Delhi,Delhi,Loyal,2025-05-04
C00868,Ekansh Chakrabarti,Male,25-34,Trichy,Tamil Nadu,Regular,2023-09-09
C00869,Chanakya Zacharia,Female,35-44,Lucknow,Uttar Pradesh,Loyal,2025-04-10
C00870,Krish Chowdhury,Male,25-34,Visakhapatnam,Andhra Pradesh,Regular,2026-04-21
C00871,Zarna Nagarajan,Female,55+,Kochi,Kerala,Loyal,2026-01-01
C00872,Panini Sinha,Male,18-24,Coimbatore,Tamil Nadu,Regular,2024-02-03
C00873,Widisha Sachdev,Female,25-34,Bhopal,Madhya Pradesh,Loyal,2025-11-14
C00874,Joshua Uppal,Male,25-34,Bhopal,Madhya Pradesh,New,2024-11-06
C00875,Urishilla Reddy,Male,25-34,Hyderabad,Telangana,New,2026-01-30
C00876,Ikbal Radhakrishnan,Female,25-34,Coimbatore,Tamil Nadu,Regular,2024-11-11
C00877,Vrinda Agarwal,Female,18-24,Lucknow,Uttar Pradesh,Regular,2025-08-23
C00878,Yadavi Saini,Female,45-54,Mumbai,Maharashtra,Regular,2025-10-15
C00879,Tejas Buch,Female,55+,Mysuru,Karnataka,Regular,2025-04-21
C00880,Max Karan,Male,35-44,Ahmedabad,Gujarat,Loyal,2023-12-29
C00881,Ikbal Ravi,Female,18-24,Madurai,Tamil Nadu,Regular,2024-06-29
C00882,Laksh Dua,Male,25-34,Mysuru,Karnataka,Regular,2024-12-27
C00883,Kashvi Nanda,Female,45-54,Hyderabad,Telangana,Regular,2023-10-24
C00884,Oni Brar,Female,25-34,Chennai,Tamil Nadu,Regular,2026-07-03
C00885,Chandran Rama,Male,25-34,Visakhapatnam,Andhra Pradesh,Regular,2026-04-17
C00886,Advaith Padmanabhan,Female,45-54,Delhi,Delhi,Loyal,2026-06-03
C00887,Jack Bhasin,Female,35-44,Ahmedabad,Gujarat,Regular,2024-01-17
C00888,Avi Bora,Female,55+,Delhi,Delhi,New,2025-06-05
C00889,Yuvraj Dua,Female,55+,Bhopal,Madhya Pradesh,Regular,2024-05-07
C00890,Victor Subramaniam,Female,35-44,Visakhapatnam,Andhra Pradesh,Regular,2025-07-30
C00891,Deepa Rattan,Male,35-44,Indore,Madhya Pradesh,High Value,2024-04-19
C00892,Amruta Ahluwalia,Female,35-44,Jaipur,Rajasthan,Regular,2026-03-23
C00893,Oni Ganguly,Male,25-34,Delhi,Delhi,Regular,2025-09-11
C00894,Dhriti Saini,Male,55+,Mumbai,Maharashtra,Regular,2024-05-11
C00895,Garima Hayer,Male,18-24,Jaipur,Rajasthan,Regular,2024-07-29
C00896,Abdul Balakrishnan,Female,45-54,Delhi,Delhi,Regular,2025-07-13
C00897,Eshana Singh,Male,35-44,Coimbatore,Tamil Nadu,Loyal,2024-05-30
C00898,Ojas Toor,Female,35-44,Mumbai,Maharashtra,Regular,2026-04-26
C00899,Prisha Mukhopadhyay,Male,35-44,Mysuru,Karnataka,New,2025-02-14
C00900,Daksh Munshi,Female,55+,Bengaluru,Karnataka,Loyal,2025-05-13
C00901,Manan Seshadri,Female,18-24,Mysuru,Karnataka,Regular,2024-06-28
C00902,Kabir Muni,Female,45-54,Mumbai,Maharashtra,Loyal,2025-10-18
C00903,Kamya Kala,Female,35-44,Jaipur,Rajasthan,Regular,2025-08-11
C00904,Lipika Sodhi,Male,45-54,Lucknow,Uttar Pradesh,New,2026-04-15
C00905,Jeremiah Sheth,Male,45-54,Bhubaneswar,Odisha,Loyal,2026-01-04
C00906,Nilima Mahal,Male,45-54,Bhopal,Madhya Pradesh,Regular,2024-07-15
C00907,Onkar Dube,Male,25-34,Kochi,Kerala,New,2023-12-19
C00908,Nisha Karnik,Female,45-54,Hyderabad,Telangana,High Value,2024-08-02
C00909,Advaith De,Male,35-44,Lucknow,Uttar Pradesh,Loyal,2024-03-04
C00910,Sarthak Badami,Male,45-54,Mysuru,Karnataka,Regular,2026-05-01
C00911,Barkha Bedi,Female,18-24,Mysuru,Karnataka,New,2025-07-31
C00912,Yochana Bumb,Male,25-34,Pune,Maharashtra,Regular,2026-01-06
C00913,Urvi Kakar,Female,18-24,Mysuru,Karnataka,New,2025-03-25
C00914,Girik Sathe,Female,45-54,Kochi,Kerala,Regular,2023-09-07
C00915,Michael Dutta,Female,18-24,Indore,Madhya Pradesh,New,2024-12-06
C00916,Radha Yohannan,Female,18-24,Hyderabad,Telangana,Loyal,2026-06-12
C00917,Vrishti Brahmbhatt,Male,18-24,Bhopal,Madhya Pradesh,Regular,2024-12-23
C00918,Pallavi Rai,Male,35-44,Mumbai,Maharashtra,Regular,2024-02-11
C00919,Gopal Rama,Female,55+,Trichy,Tamil Nadu,Regular,2024-09-12
C00920,Shaurya Bhat,Male,18-24,Mysuru,Karnataka,Regular,2024-02-09
C00921,Oliver Bumb,Female,55+,Delhi,Delhi,Regular,2024-12-10
C00922,Patrick Pandey,Female,25-34,Jaipur,Rajasthan,Regular,2023-08-26
C00923,Aahana Ghosh,Female,25-34,Indore,Madhya Pradesh,New,2024-10-12
C00924,Triya Master,Male,25-34,Kolkata,West Bengal,Regular,2024-10-04
C00925,Shivansh Shetty,Male,18-24,Bengaluru,Karnataka,Regular,2026-05-01
C00926,Kashvi Banik,Male,35-44,Mysuru,Karnataka,Loyal,2023-12-21
C00927,Jonathan Iyengar,Female,35-44,Coimbatore,Tamil Nadu,Loyal,2026-04-29
C00928,Ekani Yohannan,Male,55+,Visakhapatnam,Andhra Pradesh,High Value,2025-01-29
C00929,Mohammed Tata,Male,18-24,Trichy,Tamil Nadu,Regular,2025-08-06
C00930,Jhalak Mishra,Female,45-54,Kochi,Kerala,New,2026-07-01
C00931,Januja Raman,Female,25-34,Pune,Maharashtra,Regular,2026-02-21
C00932,Balendra Sehgal,Female,45-54,Chennai,Tamil Nadu,Regular,2023-11-17
C00933,Aryan Thakur,Female,55+,Bhopal,Madhya Pradesh,Regular,2025-04-06
C00934,Geetika Mall,Female,18-24,Bengaluru,Karnataka,Regular,2026-05-10
C00935,Ishanvi Narula,Male,35-44,Visakhapatnam,Andhra Pradesh,New,2024-06-04
C00936,Shivani Om,Female,25-34,Trichy,Tamil Nadu,Regular,2025-03-30
C00937,Anya Shah,Male,35-44,Pune,Maharashtra,Loyal,2025-12-20
C00938,Bhavya Kalita,Male,18-24,Delhi,Delhi,Regular,2026-04-26
C00939,Amara Kala,Female,35-44,Hyderabad,Telangana,Regular,2024-05-30
C00940,Leena Krishna,Male,18-24,Chennai,Tamil Nadu,Loyal,2025-12-03
C00941,Hemangini Krishnamurthy,Male,18-24,Indore,Madhya Pradesh,Loyal,2024-03-02
C00942,Manya Bhasin,Male,35-44,Madurai,Tamil Nadu,Regular,2024-04-12
C00943,Ranbir Sodhi,Female,35-44,Lucknow,Uttar Pradesh,Regular,2025-10-01
C00944,Gayathri Bhagat,Male,18-24,Trichy,Tamil Nadu,Loyal,2025-04-10
C00945,Rudra Sinha,Female,45-54,Ahmedabad,Gujarat,Loyal,2025-05-04
C00946,Simon Sane,Male,18-24,Trichy,Tamil Nadu,Loyal,2025-04-29
C00947,Yachana Purohit,Female,35-44,Mysuru,Karnataka,Loyal,2025-03-03
C00948,Lajita Dhillon,Female,18-24,Visakhapatnam,Andhra Pradesh,Regular,2025-02-06
C00949,Dhruv Bhatia,Male,18-24,Jaipur,Rajasthan,Regular,2025-06-28
C00950,Krishna Rama,Female,45-54,Lucknow,Uttar Pradesh,Regular,2026-05-29
C00951,Forum Sharaf,Female,25-34,Indore,Madhya Pradesh,New,2026-05-15
C00952,Oviya Handa,Male,18-24,Coimbatore,Tamil Nadu,Regular,2026-01-02
C00953,Pavani Raj,Female,55+,Bhubaneswar,Odisha,Regular,2025-06-14
C00954,Naveen Kibe,Female,35-44,Mysuru,Karnataka,Regular,2023-12-30
C00955,Nihal Sahota,Female,45-54,Bengaluru,Karnataka,New,2025-05-25
C00956,Ranbir Puri,Female,18-24,Kochi,Kerala,New,2025-02-28
C00957,Maanas Prakash,Male,55+,Jaipur,Rajasthan,Loyal,2025-05-12
C00958,Lakshmi Taneja,Male,35-44,Bhubaneswar,Odisha,Regular,2026-01-01
C00959,Wahab Garde,Male,45-54,Visakhapatnam,Andhra Pradesh,Regular,2025-12-29
C00960,Balhaar Tara,Female,35-44,Mumbai,Maharashtra,Regular,2025-09-30
C00961,Raghav Kaur,Male,55+,Kolkata,West Bengal,Loyal,2026-05-06
C00962,Tanvi Rajagopalan,Male,18-24,Visakhapatnam,Andhra Pradesh,Regular,2024-12-08
C00963,Aarna Wadhwa,Female,45-54,Mysuru,Karnataka,Loyal,2025-11-12
C00964,Upkaar Tandon,Female,35-44,Madurai,Tamil Nadu,Regular,2023-11-02
C00965,Idika Vohra,Male,55+,Pune,Maharashtra,Regular,2023-08-19
C00966,Dalaja Maharaj,Female,25-34,Kolkata,West Bengal,New,2026-05-07
C00967,Balendra Dar,Female,18-24,Lucknow,Uttar Pradesh,Loyal,2023-12-17
C00968,Charles Bajwa,Female,18-24,Lucknow,Uttar Pradesh,High Value,2026-07-04
C00969,Janaki Lal,Male,45-54,Chennai,Tamil Nadu,Regular,2024-03-24
C00970,Jason Sastry,Male,18-24,Patna,Bihar,Loyal,2024-09-14
C00971,Devika Yohannan,Female,55+,Visakhapatnam,Andhra Pradesh,Regular,2023-12-25
C00972,Rohan Sidhu,Female,35-44,Lucknow,Uttar Pradesh,Loyal,2024-09-03
C00973,Urvi Radhakrishnan,Female,35-44,Mumbai,Maharashtra,Regular,2024-09-16
C00974,Anjali Doctor,Female,35-44,Visakhapatnam,Andhra Pradesh,Loyal,2025-09-01
C00975,Kavya Basu,Male,25-34,Trichy,Tamil Nadu,New,2025-04-28
C00976,Krish Purohit,Female,55+,Ahmedabad,Gujarat,Regular,2025-08-16
C00977,Meghana Dave,Male,25-34,Trichy,Tamil Nadu,Regular,2025-05-07
C00978,Samar Kibe,Male,35-44,Kochi,Kerala,Regular,2024-10-31
C00979,Madhavi Rama,Male,45-54,Hyderabad,Telangana,Regular,2025-12-31
C00980,Aarnav Vasa,Female,18-24,Hyderabad,Telangana,Loyal,2025-02-03
C00981,Tamanna Viswanathan,Male,45-54,Coimbatore,Tamil Nadu,Regular,2024-10-22
C00982,Tanmayi Buch,Male,45-54,Bhubaneswar,Odisha,New,2026-06-12
C00983,Chandresh Bhatnagar,Female,55+,Coimbatore,Tamil Nadu,Regular,2026-01-02
C00984,Daksh Ahuja,Male,55+,Bhopal,Madhya Pradesh,New,2023-08-11
C00985,Balhaar Nagy,Male,45-54,Bengaluru,Karnataka,Regular,2024-08-15
